Which of the following is the method for determining the volume of a cylinder?,knowledge
Which of the following item does not belong to the set ?,knowledge
Which of the two liquids is hypotonic,knowledge
which part of a data packet is used by a router to determine the destination network,knowledge
Which technology is used by laser printer,knowledge
Who is the first president of USA,knowledge
who is the founder of the kingdom of saudi Arabia,knowledge
who was the first man on the moon,knowledge
who was the first to compose in the arts of makamat,knowledge
Who was the writer of the Hamilton,knowledge
Compare Calliope with Howie. Use the word bank.,comprehension
Compare historical events to contemporary situations,comprehension
Complete an analogy (analogy tasks are inference tasks),comprehension
Describe 4 types of coupling in software design.,comprehension
Describe how Phillip and Timothy survived on the Cay.,comprehension
Describe in prose what is shown in graph form.,comprehension
Describe in your own words how to borrow a book from the library.,comprehension
Describe in your own words how to copy text from one program into another.,comprehension
Describe in your own words what happens when a stream's velocity slows.,comprehension
Describe in your own words what is meant by a sprained ankle.,comprehension
Describe nuclear transport to a lay person.,comprehension
Describe the Pareto Principle in statistical software quality assurance.,comprehension
Describe what goes in each of the four areas on the first page of notes,comprehension
Describe what took place as the Hato was sinking.,comprehension
Describe how the linear polarization method can yield corrosion rates,comprehension
Describe the major clinical differences between visceral and somatic pain,comprehension
Briefly describe the author's approach to the liabilities of the GOTO statement,comprehension
Describe what happened at...?,comprehension
Determine the author’s point of view,comprehension
Determine the next number in a sequence,comprehension
Discuss the nature of socialism.,comprehension
Explain how Timothy saved Phillip's life.,comprehension
Explain in one's own words how to create a query in a database.,comprehension
Explain in your own words what a recessive gene is.,comprehension
Explain in your own words what do you mean by the term economics?,comprehension
Explain in your own words what is meant by mercantilism.,comprehension
Explain the causes of historical events,comprehension
Explain the communicative property.,comprehension
"Explain the double meaning the author attributes to the term ""successive action descriptions""",comprehension
Explain the possible uses described in class for the space to the left of the vertical line.,comprehension
Explain the process (paraphrase) for finding the perimeter of a rectangular garden,comprehension
Explain what a poem means.,comprehension
"Explain what the author means by the statement ""our intellectual powers are geared to master static relations.",comprehension
Express your opinion of 'Drugs in Sport' through poetry.,comprehension
From a blueprint to describe the article depicted.,comprehension
"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",comprehension
"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators",comprehension
"Illustrate this caption: ""Olympic as a Media Event in the Information Society""",comprehension
Illustrate what you think the main idea was.,comprehension
In one sentence explain the main idea of a written passage.,comprehension
In one sentence illustrate the main point of a written passage.,comprehension
Interpret the pictures.,comprehension
Outline in your own words how the Leggo's Tomato Paste advertisement sells their product.,comprehension
Outline the most important insight of the tale.,comprehension
Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,comprehension
"Outline an ""attack plan"" that will allow you to test your hypothesis using computational molecular modeling tools",comprehension
Paraphrase an important speech,comprehension
Paraphrase what Hamlet is saying in his soliloquy.,comprehension
Paraphrase the poem in your own words,comprehension
"Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend",comprehension
Describe the output of this program fragment:,comprehension
Classify types of corrosion inhibitors,comprehension
would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,comprehension
"Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification",comprehension
"Classify the following substances as particle, atom, element, molecule, compound",comprehension
How would you classify the geographic location of your school,comprehension
Classify animals into two groups.,comprehension
Classify celebrations into family and community categories.,comprehension
Classify frogs toads and other amphibians.,comprehension
Restate main idea of story in own words.,comprehension
Restate the Olympic motto in your own words.,comprehension
Retell the story in your words.,comprehension
Rewrite the principles of test writing.,comprehension
Rewrite you predicted equation for the ideal gas law,comprehension
Rewrite the markov matrix to account for this slight change.,comprehension
"Rewrite the sentence in your head, following the direction given below",comprehension
Rewrite a part in the poem using a different speaker,comprehension
Select the best title for a passage,comprehension
State in your own words the rule for balls and strikes in baseball.,comprehension
State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,comprehension
Can you state in your own words what the problem is asking you to do,comprehension
State in your own words what the author means when he says,comprehension
Summarize a historical document,comprehension
Summarize a story in own words.,comprehension
Summarize Jem’s beliefs about Boo Radley,comprehension
Summarize the basic tenets of collaborative conservation.,comprehension
Summarize the basic tenets of deconstructionism.,comprehension
Summarize this magazine article.,comprehension
Tell how Phillip kept himself alive after Timothy died.,comprehension
Tell in your own words how the setting of the story made it more interesting.,comprehension
Tell in your own words the beginning of the book.,comprehension
"In your own words, tell what is meant by the definition of an isosceles triangle.",comprehension
"In your own words, how would you define transferable skills",comprehension
Translate a written text aloud from L2 to English.,comprehension
Translate an equation into a computer spreadsheet.,comprehension
Translate an equation into a spreadsheet formula.,comprehension
Translate the following passage from The Iliad into English.,comprehension
Use the E-pH or Pourbaix diagram of Cr to determine the control current and potential for the anodic protection of a S43000 stainless steel vessel.,comprehension
"Compare and contrast two treatments of either drapery or animals by Greek sculptors, establishing their artistic contexts",comprehension
"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",comprehension
How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data,comprehension
Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,comprehension
Express the rule in function notation,comprehension
Express the following systems in matrix form,comprehension
Express the following percentages as fractions in simplest form,comprehension
Explain the whole method of crushing,comprehension
"In your own words, how would you summarize the story up",comprehension
Summarize the main point of these two texts in your own words,comprehension
Outline the aim of two studies within the,comprehension
Outline your experience in working with service users,comprehension
Apply laws of statistics to evaluate the reliability of a written test.,application
Apply shading to produce depth in drawing.,application
Apply the rule of law to a new situation,application
Apply the storytelling technique here to a little story of your own.,application
Apply your understanding the Olympic spirit to develop a new motto or slogan.,application
Show the value of x after running this program fragment,application
Calculate for x in the following equation: 12x=36,application
Calculate the deflection of a beam under uniform loading.,application
Calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,application
Calculate the rate of habitat fragmentation within the Colorado Front Range in the last decade.,application
Can you apply the method used to some experience of your own . . .?,application
Can you group by characteristics such as . . .?,application
Categorise the pictures and add them to the wall display.,application
Choose a country that does not compete at the Olympics and explain why that country is not an Olympic member.,application
Choose any U.S. president and explain how he exercised his power as Commander in Chief of the Armed Forces.,application
Compute the area of actual circles.,application
Compute the volume of a cylinder,application
Construct a model to demonstrate how it will work.,application
Demonstrate how the seasons occur.,application
Demonstrate how this could work in an industry setting?,application
Demonstrate using the OPAC and your knowledge of library organization to find a book about turtles.,application
Demonstrate how your unit’s specific student learning outcomes are linked to the mission of UAM.,application
Derive a kinetic model from experimental data.,application
Describe an experiment to answer the question of the effects of weight on the fall of an object.,application
Construct a market strategy for your product using a known strategy as a model.,application
Construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,application
"Draw 3 pictures showing the beginning, middle and ending of the story.",application
Draw a picture of the bears' house.,application
Draw a picture of the gown Cinderella wore to the ball.,application
"From the information given, can you develop a set of instructions about . . .?",application
How could someone modify the Cornell Method to make it effective for researching a topic for a paper?,application
How might lifestyles in the United States be modified if a more socialistic system were adopted?,application
"If notes are available on the professor’s website, how should those notes be used?",application
"In a teaching simulation with your peers role-playing 6th grade students, demonstrate the principle of reinforcement in classroom interactions and prepare a half page description of what happened during the simulation that validated the principle.",application
Make a diorama to illustrate an important event.,application
Make a paper-mache map to include relevant information about an event.,application
Make a scrapbook about the areas of study.,application
Make up a puzzle game using the ideas from the study area.,application
Model an Olympic Village for the new Millenium.,application
Participate in a mock election,application
Predict what happens to X if Y increases.,application
Pretend you are one of the characters in the book. Write a diary about the happenings in your life for two consecutive days.,application
Relate the principle of reinforcement to classroom interactions.,application
Relate topographic map to field features,application
Relate your most powerful story where your use of technology in the classroom has yielded a significant outcome with a student or students,application
How would you relate position concept with position strategy,application
"Show, through role-play, the final scene in the novel.",application
Solve a math problem using familiar procedure or formula,application
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,application
Would you solve these two problems using similar approaches,application
Use Laplace to solve the following problems,application
Can you solve the following problem,application
How to specify the impact energy and impact test temperature of the material in the Code,application
Specify the thickness of a galvanized coating based on atmospheric data? (level 2),application
Specify the thickness of a galvanized coating based on atmospheric data? (level 2),application
How does one specify the syntactical restrictions,application
Specify a deterministic finite automaton (DFA) recognizing the,application
Take a collection of photographs to demonstrate a particular point.,application
Use a costing model to compute prices on goods to maximise profits and minimise costs.,application
Use a manual to calculate an employee's vacation time.,application
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,application
Use the rule for a semicolon in a sentence.,application
What factors would you change if . . .?,application
What questions would you ask if . . .?,application
Who can use what we know about sonnets and finish this poem?,application
Would this information be useful if you had a . . .?,application
Sketch a prediction of the field lines for the arrangement of electrodes shown in Figure 2,application
Sketch the blackbody curves for radiation emitted from the Sun and the Earth,application
Sketch a typical absorption process in a packed column with regeneration in form of,application
sketch a graph of velocity versus time for the upward and downward parts of a ball’s flight,application
How do teenagers use code in emails and instant messages?,application
Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,application
Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,application
Use tableau methods to prove that the following tableau is valid.,application
Use a sketch too find the exact value of each expression,application
Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,application
What happens if you restrict a determinental process to a subset R S?,application
What would happen if the rainfall doubled in your state next year,application
What happens if you change the direction of the displacement (but not its size)?,application
What would you do if a heavy growth of bacteria had occurred,application
What would result if …,application
What approach would you use to prove the truth of the below statement,application
Construct one Turing Machine for computing each of the following functions,application
Construct a Venn diagram to determine the validity of the given argument.,application
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,application
"How can we construct H given I, B and E?",application
Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,application
How do you construct foliations on a given manifold M?,application
How to Construct the Optimal Maintenance Problem,application
How to construct simple solutions when problems are complex?,application
Construct the 4-Bit Ripple carry Adder Circuit,application
Construct an analog circuit with the following specifications,application
Construct the Data Path of the RISC Processor given in the previous question,application
How do we construct agents that can deliver. “good” assistance,application
How to construct the selected information system,application
Show how they have used creative writing strategies appropriate to the format,application
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,application
Show how E-CRM can be used to improve marketing positioning as explained in the article,application
How would you show your understanding of the ABC process,application
Show me how you would check the brake lights are working on this car,application
Analyze safe and dangerous aspects of these features.,analysis
Analyze the characteristics of frogs.,analysis
Analyze the movements and sounds of a frog.,analysis
"Analyze the problem, identifying its variables.",analysis
Break down the components of a standard film camera and explain how they interact to make the machine work.,analysis
Break down the main actions of the story.,analysis
"By comparing the map of the tectonic plates to the earthquake map, what inferences can you make?",analysis
Can you compare your . . . with that presented in . . .?,analysis
Can you distinguish between . . .?,analysis
Can you explain what must have happened when . . .?,analysis
Can you find four different feelings Pa Lia had during the story?,analysis
Compare and contrast animals that the class has made.,analysis
Compare and contrast our school to other communities.,analysis
"Compare and contrast preview questions, clarifying questions and anticipated exam questions, including how each relates to the notetaking process?",analysis
Compare and contrast the waterfall model with the prototyping model.,analysis
Compare and contrast two characters in the book.,analysis
Compare fall and spring,analysis
Compare herbatious and carnivorous animals on a Venn diagram.,analysis
Compare how different children come to school.,analysis
Compare the place where the story happened with where you live.,analysis
Compare this book to the last book you read.,analysis
Compare three celebrations using a Venn diagram.,analysis
Compare two dog food commercials. What is the difference between them and how do they both sell their products?,analysis
Compare two of the characters in this book.,analysis
Conduct an investigation to produce information to support a view.,analysis
Contrast building in the coastal zone with building in a river floodplain.,analysis
Contrast Olympic athletes of today with athletes of past Olympic games.,analysis
Differentiate between .call by value and call by reference.,analysis
Differentiate printf function calls for displaying prompts and for echoing data.,analysis
Distinguish between micro and macro economics.,analysis
Distinguish facts from hypotheses,analysis
"Divide the story into initiating event, rising action, climax, and falling action",analysis
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",analysis
"Explain the term conjugal families, by making reference to the different types of societies to which they could belong.",analysis
analyze the positive and negative points presented concerning the abolition of guns and write a brief (2-3page) narrative of your analysis.,analysis
"Differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.",analysis
How does your pet differ from other animals?,analysis
How does...compare/contrast with...?,analysis
How is . . . similar to . . .?,analysis
How was life different in your town 100 years ago?,analysis
How was this similar to . . .?,analysis
How would this story be different if it had happened in a different country?,analysis
How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,analysis
"If your story happened in a foreign land, compare that land to the United States.",analysis
"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",analysis
Investigate innovations that can enhance future Olympics.,analysis
Make a diagnosis or analyze a case study.,analysis
Select the athlete of the century and analyze why you chose this person.,analysis
"If interest were compounded monthly instead of daily, what would the difference in interest be?",analysis
What are the parts or features of...?,analysis
Distinguish between the following giving suitable examples,analysis
Distinguish between abstract date types (ADTs) and implementations of ADTs,analysis
"How do you distinguish between the binge-eating/purging type of anorexia nervosa and bulimia nervosa, purging type",analysis
How does Tdap differ from Td vaccine,analysis
How does autonomy differ with age,analysis
In what ways do female offenders differ from male offenders,analysis
in what ways trajectory patterns differ according to ABC,analysis
How do psychologists differ in their general attitudes toward third party presence,analysis
How did Chinese newspapers differ from US,analysis
How does public health reporting differ today from reporting two years before,analysis
How does an endorsement differ from a teaching certificate,analysis
How do we differentiate between genuine buyer and undercover buyer,analysis
How do we differentiate between an interview and an interrogation?,analysis
Differentiate between the following terms along with appropriate examples,analysis
Differentiate the following functions using the quotient rule,analysis
Can you differentiate between ethnic Chinese and ethnic Koreans,analysis
How would you differentiate obstructive apneas from central apneas,analysis
How would you differentiate a project from a program,analysis
How is scientific progress similar to Darwinian evolution according to Kuhn,analysis
"in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ",analysis
In what ways are foxes similar to wolves and dogs,analysis
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,analysis
Examine the data in the EMPLOYEES and DEPARTMENTS tables,analysis
Examine the differences between the model excluding the most influential observation and the model including all observations.,analysis
Critically examine the strengths and weaknesses of the positivist paradigm,analysis
Examine differences between the means of each individual switching factor.,analysis
Examine carefully the given map extract on the following page to help you work out the exercise below.,analysis
"Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",analysis
Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,analysis
Can you distinguish for me between what is reasonably achievable and what are exaggerations,analysis
Can you distinguish aged rums from unaged rums by smell,analysis
Can you distinguish pot still rums from column still rums by taste,analysis
Inspect the pattern of GPS positions relative to the “known” published value,analysis
How does your agency inspect against its expectation for operators,analysis
How to inspect and maintain fresh water plumbing systems properly,analysis
Can you analyze the fractures and determine which should be repaired surgically,analysis
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,analysis
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",analysis
How do you analyze a marginally RCT,analysis
"Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article",analysis
Contrast the Valles Marineris on Mars with the Grand Canyon,analysis
How does Hawaii contrast and compare to Florida?,analysis
Investigate whether or not the system can be solved for x; y; z,analysis
Investigate (pointwise) convergence and absolute convergence of the given series of functions,analysis
How would you investigate this patient,analysis
How would you investigate this abnormality,analysis
What can I do to investigate this problem further,analysis
how the investigation was undertaken,analysis
How would you differentiate between heterodox and mainstream,analysis
"How do I differentiate between ""deceive"" and ""cheat on""?",analysis
Apply and integrate several different strategies to solve a mathematical problem (not according to one formula(,synthesis
Can you create new and unusual uses for . . .?,synthesis
Can you design a . . . to . . .?,synthesis
Can you develop a proposal which would . . .?,synthesis
Can you invent another character for the story?,synthesis
Can you see a possible solution to . . .?,synthesis
Can you write a new recipe for a tasty dish?,synthesis
Choose a character. Rewrite a scene from the story from this character's point of view.,synthesis
Combine any two sports to develop a new Olympic sport.,synthesis
"Combine elements of drama, music, and dance into a stage presentation.",synthesis
Compose a class story.,synthesis
Compose a dialogue between Atticus Finch and Tom Robinson when they first met.,synthesis
Compose a rhythm or put new words to a known melody.,synthesis
Compose a simple rap or rhyme about zoo animals.,synthesis
Compose music for a frog play.,synthesis
Compose a complete C program that reads text strings from a text file into a suitable data,synthesis
Compose a device that would assist an athlete in their training.,synthesis
Compose an original work which incorporates five common materials in sculpture.,synthesis
Compose your own note-taking design that incorporates all theadvantages of the Cornell Method.,synthesis
Create a chart that compares things that use electricity and things that do NOT use electricity.,synthesis
Create a new product. Give it a name and plan a marketing campaign.,synthesis
"Create a new song for the opening line of ""Mary had a little lamb"".",synthesis
Create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,synthesis
Create a storyboard for a sequel to your book. Use the same characters.,synthesis
Create an equation to represent the solution to this problem.,synthesis
Create and perform a play about frogs.,synthesis
Create plan of local environment by drawing around boxes.,synthesis
Design a building according to given specifications,synthesis
design a cost effective strategy to generate reliable data.,synthesis
Design a machine to perform a specific task.,synthesis
Design a new animal to live in the jungle.,synthesis
Design a poster for this book.,synthesis
Design a testing scenario to assess the susceptibility of an alloy to be used in a given environment?,synthesis
Design and make an animal that moves.,synthesis
Design costumes for the characters.,synthesis
Design the architecture of the software system based on the requirements defined in the Software Requirement Specification document,synthesis
Develop a hypothesis.,synthesis
Develop a plan for a new Olympic Bid System.,synthesis
Develop a SQA Plan for a software development project which is defined in the attached document.,synthesis
"Develop a way to teach the concept of ""adjectives"".",synthesis
Develop one plausible ending for all three short stories below.,synthesis
Devise a new economic system based on the ones that already exist.,synthesis
Devise plans to market or make artwork more valuable.,synthesis
Draw a painting that uses various principles of perspective to achieve its effect.,synthesis
"Explain how the biological concept of symbiotic relationships could be used to help solve socially created problems like water pollution, overflowing garbage landfills, or homelessness.",synthesis
Explain why it is likely that a matriarchal family system would be found in a matrilocal or matrilineal society.,synthesis
"Following the identification of the forms of corrosion that were involved in a failure, recommend a solution to avoid this failure?",synthesis
Given two opposing theories design an experiment to compare them.,synthesis
How could we determine the number of pennies in a jar without counting them?,synthesis
How could you re-write this story with a city setting?,synthesis
"how do the clauses and expressions given in the article which replace GOTO statements, lead to the three traditional control statements",synthesis
How many ways can you . . .?,synthesis
How would the U.S.A. be different if the South had won the Civil War?,synthesis
How would you change the story to create a different ending?,synthesis
How would you create/design a new...?,synthesis
How would you restructure the school day to reflect children's developmental needs?,synthesis
Identify one problem in the book and give an alternate solution one not given by the author.,synthesis
If you had access to all resources how would you deal with . . .?,synthesis
Integrate training from several sources to solve a problem.,synthesis
Invent a machine to do a specific task.,synthesis
Justify your choice of data structure.,synthesis
Make a radio announcement that advertise the book. Write it out.,synthesis
Make up a new language code and write material using it.,synthesis
Name one character. Rewrite the story from this character's point of view.,synthesis
Organize this book into three or more sections and give your own subtitle for each section.,synthesis
Plan a research paper on a given historical topic,synthesis
Predict the differences of a planet with no seasonal changes.,synthesis
Prepare a book jacket that illustrates the kind of book as well as the story.,synthesis
Pretend you are a librarian recommending this book to someone. Write a paragraph telling what you would say.,synthesis
Revise and process to improve the outcome.,synthesis
Revise how to complete a complex task in order to improve the outcome.,synthesis
Revises and process to improve the outcome.,synthesis
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",synthesis
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,synthesis
"Using information from the book about one of the main characters, rewrite the ending of the book.",synthesis
What ideas can you add to...?,synthesis
What might happen if you combined...?,synthesis
What solutions would you suggest for...?,synthesis
What would happen if . . .?,synthesis
What would you predict/infer from...?,synthesis
Why don’t you devise your own way to deal with . . .?,synthesis
Why not compose a song about . . .?,synthesis
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",synthesis
Write a letter to the editor on a social issue of concern to you.,synthesis
Write a logically organized argument in favor of a given position.,synthesis
Write a poem about this book.,synthesis
Write a set of rules to prevent what happened in the story.,synthesis
Write a short story relating a personal experience in the style of a picaresque novel.,synthesis
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,synthesis
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,synthesis
How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,synthesis
How can we combine and abstract facts about a software system to create new knowledge?,synthesis
How to combine virtual symmetry and symbolic model checking effectively,synthesis
How do we efficiently combine multiple subject graphs to construct an aig with choice,synthesis
how do we devise a way to enforce the laws,synthesis
can you devise an explicit formula for,synthesis
Do you devise a systematic approach in order to get larger progressions,synthesis
Develop and execute a program for this exercise,synthesis
Develop a network based on the following information: Activity Immediate predecessors,synthesis
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,synthesis
"After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",evaluation
"After examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",evaluation
"After solving a problem, determine the degree to which the problem was solved as efficiently as possible",evaluation
Appraise data in support of a hypothesis.,evaluation
Appraise the speech's effectiveness based upon the class' criteria.,evaluation
Are there students who should not use the Cornell method?,evaluation
Are you a . . . person?,evaluation
Assess the appropriateness of an author's conclusions based on the evidence given.,evaluation
Assess the importance of understanding seasonal patters.,evaluation
Assess the relative effectiveness of different graphical representations of the same data or biological concept.,evaluation
Assess the strengths and weaknesses of the current Olympics and recommend action that should be taken in future Olympics: What can be,evaluation
"Award the contract to the best proposal. Rank the principles of ""good sportsmanship"" in order of importance to you.",evaluation
Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,evaluation
Can you defend your position about . . .?,evaluation
Choose a paint schedule for the maintenance of an outdoor structure? (level 2),evaluation
Choose and illustrate the two most important events in the story.,evaluation
Conclude and support which economic system leads to a higher standard of living.,evaluation
Construct a poster that will advertise your new food product in an exciting and irresistible way.,evaluation
Critique an experimental design or a research proposal.,evaluation
"Critique the other student's (or your own) speech, based on the criteria we have studied this semester.",evaluation
Decide whether you are in favor of building on a floodplain; defend your position in a debate.,evaluation
Decide whether you could have survived on the island blind and alone. Write about things that would have been challenging making sure to,evaluation
Decide whether you learned enough about electricity from this book.,evaluation
Decide which candidate would best fill the position of principal.,evaluation
Decide which course of action was most effective,evaluation
Decide which method of solving a problem was most effective,evaluation
Defend the following claim: The Cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,evaluation
Defend your use of a specific strategy in solving the problem.,evaluation
Describe the economic consequence of a neolocal society. Support your description with information you have learned from this course.,evaluation
Design a healthy menu that you think most people would enjoy using the healthy eating guide.,evaluation
Determine if a character’s actions were heroic,evaluation
Do you agree...?,evaluation
Do you think . . . is a good or a bad thing?,evaluation
Establish criteria for making this choice and defend your final selection.,evaluation
"Evaluate a work of art, giving the reasons for your evaluation.",evaluation
Evaluate appropriate and inappropriate actions of characters.,evaluation
Evaluate board games and justify why rules are important.,evaluation
Evaluate the corrosion monitoring needs of a chemical processing plant,evaluation
Evaluate the level of galvanic coupling between two metals using basic kinetic information? (level 4),evaluation
Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,evaluation
Evaluate whether their model is a true representation of the local environment.,evaluation
Evaluate your own or a peer's essay in terms of the principles of composition discussed during the semester.,evaluation
Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,evaluation
Explain and justify a new budget.,evaluation
Explain choices made in making recommendations to an end user.,evaluation
"Given an argument on any position, enumerate the logical fallacies in that argument.",evaluation
"Given the data available on a research question, take a position and defend it.",evaluation
"Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",evaluation
"Given the two solutions to the stated programming problem, rate the solutions in terms of efficiency and readability.",evaluation
"Given three possible approaches to implement the defined system, discuss the possible advantages and disadvantages of each approach.",evaluation
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",evaluation
How effective are . . .?,evaluation
How would you decide about...?,evaluation
How would you feel if . . .?,evaluation
How would you have handled . . .?,evaluation
"improved, reformed or rejected?",evaluation
"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",evaluation
Is there a better solution to . . .?,evaluation
Judge aesthetic qualities and relationship to future values.,evaluation
judge the difficulty level for yourself.,evaluation
Judge the value of . . .?,evaluation
Judge whether it would be possible to survive on an island alone and blinded. Write about it.,evaluation
Judge whether Olympic Ideals are realistic or unrealistic for the contemporary elite athlete.,evaluation
Justify and nominate ways to prevent animal extinction.,evaluation
